_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,82,AVRIST EQUITY - CROSS SECTORAL,IDN000155504,,"Avrist Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"728,6300","-1,44%","-2,46%","-0,35%","1,83%","3,84%","-9,24%","-27,91%","-16,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.716.597.341,33","9.186.345,35",30-Apr-2013,Agt-2026,,Maks 5.00%,Rp. 10.000,31-Agt-2026,31-Agt-2026,-,-,"8,000",Avrist Equity - Cross Sectoral berinvestasi pada efek ekuitas dan dikategorikan b,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512131,1
,83,AVRIST EQUITY AGGRESSIVE FUND,IDN000338209,,"Avrist Asset Management, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"800,8886","-1,01%","-1,55%","-1,31%","0,50%","3,36%","-4,51%","-11,30%","-9,85%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.673.171.101,68","13.151.543,32",27-Apr-2018,Agt-2026,,Maks. 5%,"Rp 1.000.000,-",31-Agt-2026,31-Agt-2026,-,-,"8,000",Tinggi. Reksa Dana Avrist Equity Aggressive Fund berinvestasi pada efek ekuitas dengan segmen jangka panjang dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512138,1
,84,AVRIST EQUITY GROWTH FUND,IDN000430105,,"Avrist Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"895,5900","-1,49%","-2,32%","-0,33%","2,43%","4,33%","-9,88%","-28,07%","-16,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.008.120.737,29","4.460.839,46",19-Feb-2020,Agt-2026,,Maks 5%,Rp10.000,31-Agt-2026,31-Agt-2026,-,-,"8,000",Avrist Equity Growth Fund berinvestasi pada efek ekuitas yang diperdagangkan di dalam maupun di luar negeri dan dikategorikan berisiko tinggi.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512144,1
,85,AVRIST IDX30,IDN000317104,,"Avrist Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"793,7800","-1,11%","-1,23%","-1,04%","1,19%","2,40%","-4,46%","-14,95%","-11,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.077.822.332,40","87.368.249,87",04-Des-2017,Agt-2026,,Maks 2.00%,"Rp. 10,000",31-Agt-2026,31-Agt-2026,-,-,"4,000",Reksa Dana Indeks Avrist Indeks IDX30 berinvestasi pada saham yang termasuk dalam Indeks IDX30,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512150,1
,86,AVRIST PRIME BOND FUND,IDN000178407,,"Avrist Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.979,1800","0,19%","0,11%","-0,09%","0,75%","1,74%","0,89%","-1,11%","1,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.538.209.879,92","21.473.797,00",21-Mei-2014,Agt-2026,,Maks 3%,Rp. 500.000,31-Agt-2026,31-Agt-2026,-,-,"4,000",Sedang. Reksa Dana Indeks Avrist Prime Bond Fund berinvestasi pada Surat Berharga Negara dan Obligasi Korporasi dengan strategi pengelolaan yang aktif.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512156,1
,87,AVRIST PRIME INCOME FUND,IDN000190600,,"Avrist Asset Management, PT","Bank Permata, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.041,7400","0,17%","0,09%","-0,38%","0,30%","0,54%","-1,79%","-3,68%","-3,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.387.752.694,07","54.880.025,96",09-Des-2014,Agt-2026,,Maks 2%,"Rp. 10.000.000,-",31-Agt-2026,31-Agt-2026,-,-,"4,000",Avrist Prime Income Fund berinvestasi pada efek bersifat hutang dan dikategorikan berisiko rendah,18-Sep-2026,"1.903,1755","0,17%","0,09%","-0,38%","0,30%","0,54%","-1,79%","-3,68%","-3,44%",,,,,"1.573,3590","0,11%","0,06%","-0,25%","0,20%","0,36%","-1,19%","-2,47%","-2,31%",,,,,2026-09-20T13:31:01.512162,1
,88,AVRIST PROTECTED FUND 3,IDN000526407,,"Avrist Asset Management, PT","Bank KB Bukopin, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.034,2256","0,03%","0,13%","0,20%","-0,75%","-0,95%","-2,00%","-1,38%","-3,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.080.085.810,06","85.332.080,00",26-Mar-2024,Agt-2026,,"Maks 1,00%","Rp. 100.000,-",31-Agt-2026,31-Agt-2026,-,-,"3,000",Avrist Protected Fund 3 berinvestasi pada obligasi korporasi khusus dan dikategorikan berisiko rendah menuju sedang.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512169,1
,89,AVRIST PROTECTED FUND 4,IDN000521812,,"Avrist Asset Management, PT","Bank KB Bukopin, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,5878","0,02%","0,11%","0,31%","0,47%","-0,42%","-1,53%","-2,67%","-2,92%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41.603.601.135,17","40.850.000,00",15-Des-2023,Agt-2026,,"1,00%","Rp. 5.000.000,-",31-Agt-2026,31-Agt-2026,-,-,"4,000",Avrist Protected Fund 4 berinvestasi pada obligasi korporasi khusus dan dikategorikan berisiko rendah menuju sedang,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512175,1
,90,AVRIST PROTECTED FUND 5,IDN000536208,,"Avrist Asset Management, PT","Bank KB Bukopin, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"905,0136","0,13%","0,30%","-0,24%","-0,72%","-4,63%","-6,10%","-12,43%","-10,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.167.669.009,22","20.025.500,00",11-Jul-2024,Agt-2026,,"Maks 1,00%","Rp. 10.000,-",31-Agt-2026,31-Agt-2026,-,-,"3,000",Avrist Protected Fund 5 berinvestasi pada obligasi korporasi khusus dan dikategorikan berisiko rendah menuju sedang.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512181,1
,91,AVRIST PROTECTED FUND 6,IDN000536307,,"Avrist Asset Management, PT","Bank KB Bukopin, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.025,0230","-0,03%","0,02%","0,14%","-0,03%","-0,79%","-1,32%","-3,07%","-1,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.574.647.448,37","15.215.000,00",14-Mar-2024,Agt-2026,,Maks 1.00%,5.000.000,31-Agt-2026,31-Agt-2026,-,-,"3,000",Avrist Protected Fund 6 berinvestasi pada obligasi korporasi khusus dan dikategorikan berisiko rendah menuju sedang.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512187,1
,92,AVRIST PROTECTED FUND 7,IDN000566403,,"Avrist Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Tidak,"1.118,9929","0,30%","0,48%","0,51%","-0,93%","5,70%","11,46%","6,68%","9,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.633.664.229,91","20.329.250,00",28-Agt-2025,Agt-2026,,Maks. 5%,"Rp5.000.000,-",31-Agt-2026,31-Agt-2026,-,-,"3,000",Avrist Protected Fund 7 dikategorikan berisiko rendah menuju sedang.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512193,1
,93,AVRIST SUKUK AMANAH SEJAHTERA,IDN000526803,,"Avrist Asset Management, PT","BANK SINARMAS, TBK, PT",Pendapatan Tetap,Sharia,IDR,Tidak,"1.176,5989","0,12%","0,09%","0,06%","0,84%","2,71%","3,62%","2,88%","4,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.220.228.043.213,50","1.037.674.546,80",27-Mar-2024,Agt-2026,,Maks 3%,Rp. 10.000,31-Agt-2026,31-Agt-2026,-,-,"4,000","Avrist Sukuk Amanah Sejahtera berinvetasi pada sukuk,surat berharga syariah negara, dan surat berharga komersial syariah dan dikategorikan berisiko rendah.",18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512199,1
,94,AVRIST SUKUK BERKAH 10,IDN000590700,,"Avrist Asset Management, PT",PT BANK MUAMALAT INDONESIA TBK,Terproteksi,Sharia,IDR,Tidak,"1.011,5633","0,02%","0,12%","0,32%","0,55%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.995.497.918,12","100.160.600,00",13-Jul-2026,Agt-2026,,,,31-Agt-2026,31-Agt-2026,-,-,"4,000",Avrist Sukuk Berkah 10 dikategorikan beresiko rendah menuju sedang,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512206,1
,95,AVRIST SUKUK BERKAH 7,IDN000539400,,"Avrist Asset Management, PT","Bank KB Bukopin, Tbk, PT",Terproteksi,Sharia,IDR,Tidak,"1.023,4834","0,04%","0,16%","0,31%","0,50%","-0,40%","-0,73%","-2,28%","-2,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.711.856.638,53","10.498.000,00",21-Agt-2024,Agt-2026,,Maks 1.00%,"Rp 5.000.000,-",31-Agt-2026,31-Agt-2026,-,-,"3,000",Avrist Sukuk Berkah 7 dikategorikan beresiko rendah menuju sedang,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512216,1
,96,AVRIST SUKUK BERKAH 9,IDN000573706,,"Avrist Asset Management, PT",PT BANK MUAMALAT INDONESIA TBK,Terproteksi,Konvensional,IDR,Tidak,"993,9240","0,07%","0,11%","0,30%","0,62%","0,08%","0,26%","-0,74%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.990.676.719,69","56.500.000,00",12-Des-2025,Agt-2026,,,Rp. 100.000,31-Agt-2026,31-Agt-2026,-,-,"3,000",Avrist Sukuk Berkah 9 dikategorikan beresiko rendah menuju sedang.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512224,1
,97,AVRIST SUKUK INCOME FUND,IDN000258100,,"Avrist Asset Management, PT","Bank Permata, Tbk, PT",Pendapatan Tetap,Sharia,IDR,Ya,"1.022,9700","0,07%","0,03%","-0,58%","0,22%","-0,35%","-2,45%","-4,72%","-4,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132.067.496.580,72","128.357.442,25",14-Sep-2016,Agt-2026,,Maks 2.00%,"Rp. 10.000.000,-",31-Agt-2026,31-Agt-2026,-,-,"4,000",Avrist Sukuk Income Fund berinvestasi pada efek syariah berpendapatan tetap/sukuk dan dikategorikan berisiko rendah.,18-Sep-2026,"1.648,4284","0,07%","0,03%","-0,58%","0,22%","-0,35%","-2,45%","-4,72%","-4,03%",,,,,"1.379,3788","0,05%","0,03%","-0,43%","0,17%","-0,26%","-1,87%","-3,48%","-3,02%",,,,,2026-09-20T13:31:01.512233,1
,98,AXA BOND INCOME KELAS O,IDN000118809,,"Axa Investment Managers Select Indonesia, PT",CITIBANK N. A. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.212,6473","0,11%","0,09%","-0,18%","0,66%","1,25%","0,38%","-2,11%","-0,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.925.283.029,03","48.238.567,71",08-Sep-2011,Agt-2026,,Maks. 3% p.a.,Rp 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",AXA Bond Income berinvestasi pada instrumen pendapatan tetap  dan pasar uang dalam mata uang Rupiah. Investasi pada reksa dana  ini dikategorikan berisiko sedang-rendah.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512239,1
,99,AXA OBLIGASI DOLLAR,IDN000069507,,"Axa Investment Managers Select Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,USD,Tidak,"1,957100","0,36%","0,19%","-0,95%","-0,68%","-1,40%","-1,70%","-3,39%","-1,97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.118.856,43","564.897,97",01-Des-2008,Agt-2026,,Maks 1.50%,USD100,31-Agt-2026,31-Agt-2026,"100,00%",-,"3,000",AXA Obligasi Dollar berinvestasi pada instrumen  pendapatan tetap dan pasar uang dalam mata uang  Dolar Amerika Serikat. Reksa dana ini dikategorikan  berisiko sedang-rendah.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512247,1
,100,AXA SAHAM DINAMIS,IDN000016102,,"Axa Investment Managers Select Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"4.721,6000","-1,22%","-1,39%","-1,66%","-0,76%","1,76%","-7,52%","-15,26%","-15,85%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.928.356.271,70","2.484.435,24",05-Agt-1997,Agt-2026,,Maks 2.00%,Rp 200.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","7,000",Reksa Dana AXA Saham Dinamis dapat berinvestasi  pada saham-saham small & medium cap dan  dikategorikan berisiko sangat tinggi. Investor  memiliki risiko atas likuiditas portfolio saham  tersebut.,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:01.512255,1
Memuat data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-20T13:31:01.512266,1
,101,BAHANA AMANAH PROTEKSI SYARIAH 7,,,"Bahana TCW Investment Management, PT","Bank Syariah Indonesia, Tbk, PT",Terproteksi,Sharia,IDR,Ya,"970,2600","0,19%","0,35%","0,36%","0,64%","-0,71%","-0,72%","-3,17%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.005.539.245,36","151.020.726,98",12-Nov-2025,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"993,8029","0,18%","0,34%","0,35%","0,63%","0,49%","0,48%","-0,82%","0,00%",,,,,2026-09-20T13:31:10.802033,2
,102,BAHANA APEX FIXED INCOME FUND,IDN000461605,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"981,5500","0,25%","0,32%","-0,27%","0,59%","1,52%","1,31%","-7,59%","-6,32%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227.898.665.156,15","231.552.048,73",20-Agt-2021,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802055,2
,103,BAHANA BALANCE FLEXI YIELD FUND KELAS G,,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.120,9400","0,24%","0,35%","0,26%","0,92%","3,92%","5,34%","5,14%","7,76%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.369.459.247,40","38.792.298,59",27-Mei-2025,Agt-2026,,Maks. 3.00% p.a,,30-Jun-2026,30-Jun-2026,"100,00%","0,00%","5,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802067,2
,104,BAHANA CASH MANAGEMENT,IDN000327509,,"Bahana TCW Investment Management, PT","Bank Pembangunan Daerah Jawa Barat Dan Banten, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"2.229,7093","0,02%","0,11%","0,28%","0,47%","1,34%","2,37%","3,25%","4,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.618.197.143,17","32.209.056,39",09-Feb-2018,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802077,2
,105,BAHANA CENTRUM PROTECTED FUND 194,IDN000410008,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.014,7900","0,01%","0,11%","0,30%","0,49%","-0,39%","-1,56%","-2,97%","-3,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.829.981.416,86","70.010.000,00",12-Nov-2019,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802089,2
,106,BAHANA CENTRUM PROTECTED FUND 207 (RESTRUKTURISASI),IDN000445301,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"719,7824","0,00%","0,00%","0,01%","0,02%","0,03%","0,33%","-2,62%","-28,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.843.868.579,71","28.962.240,04",22-Des-2020,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802096,2
,107,BAHANA CENTRUM PROTECTED FUND 221,IDN000469400,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.037,1100","0,01%","0,08%","0,22%","0,37%","1,11%","0,53%","1,47%","0,65%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"840.832.578.355,19","812.500.000,00",29-Sep-2021,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802103,2
,108,BAHANA CENTRUM PROTECTED FUND 222,IDN000460102,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.027,7706","0,01%","0,09%","0,22%","0,39%","1,14%","0,19%","1,13%","0,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.025.488.317.213,25","1.000.000.000,00",23-Nov-2021,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802110,2
,109,BAHANA CENTRUM PROTECTED FUND 227,IDN000504008,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.025,6100","0,02%","0,10%","0,25%","0,44%","1,30%","0,03%","1,14%","0,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.125.310.495.055,86","1.100.000.745,54",31-Jul-2023,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802117,2
,110,BAHANA CENTRUM PROTECTED FUND 232,IDN000503000,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,5100","0,02%","0,10%","0,26%","0,44%","-1,20%","0,12%","-1,29%","0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.240.639.990.625,87","1.220.000.462,37",23-Mei-2023,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802123,2
,111,BAHANA CENTRUM PROTECTED FUND 233,IDN000500402,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,3500","0,02%","0,11%","0,27%","0,47%","-1,18%","0,23%","-1,17%","0,37%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.158.912.244.778,81","1.140.000.717,75",21-Feb-2023,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802130,2
,112,BAHANA CENTRUM PROTECTED FUND 243,IDN000578606,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.031,5800","0,01%","0,09%","0,24%","0,42%","1,53%","2,56%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.039.432.257.279,09","1.010.000.701,87",07-Jan-2026,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802136,2
,113,BAHANA CENTRUM PROTECTED FUND 245,IDN000590502,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.015,4000","0,02%","-0,10%","0,10%","0,33%","1,42%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.283.272.737.777,97","1.265.000.700,00",10-Jun-2026,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802142,2
,114,BAHANA CORE PROTECTED FUND USD 1 RESTRUKTURISASI,IDN000328903,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,061594","0,01%","0,04%","0,11%","0,17%","0,52%","-65,12%","-65,07%","-65,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"594.630,72","9.640.701,48",11-Apr-2018,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802148,2
,115,BAHANA CORE PROTECTED FUND USD 2 RESTRUKTURISASI,IDN000331709,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,USD,Tidak,"0,034068","0,00%","0,00%","0,00%","-0,02%","-0,04%","-77,71%","-77,71%","-77,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.663,58","2.918.273,14",04-Jul-2018,Agt-2026,,,,,,-,-,-,-,18-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-20T13:31:10.802155,2
