_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,480,DANA INVESTASI REAL ESTAT CIPTADANA PROPERTI INDUSTRI INDONESIA,,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"2.122,0400","0,00%","0,00%","0,00%","0,70%","5,55%","7,05%","8,51%","9,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,28-Feb-2025,,,,,,,-,-,-,-,31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679824,5
,481,DANA INVESTASI REAL ESTAT CIPTADANA PROPERTI PERHOTELAN PADJAJARAN,IDX000000303,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"78,6100","0,00%","0,00%","0,00%","0,14%","-6,32%","-8,17%","-8,19%","-7,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,27-Des-2018,,,"Maksimum 0,15 %",1 Lot,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","3,000",DIRE Ciptadana Properti Perhotelan Padjajaran akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dari Nilai Aktiva Bersih pada Aset Real Estat; dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada Aset Yang Berkaitan Dengan Real Estat dan/atau Instrumen Pasar Uang dan/atau Portofolio Efek berupa Efek yang diterbitkan di dalam negeri dan/atau instrumen keuangan lain yang memperoleh penetapan OJK sebagai Efek. Manajer Investasi dapat mengalokasikan  maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada kas atau setara kas dalam DIRE Ciptadana Properti Perhotelan Padjajaran.,31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679830,5
,482,DANA OBLIGASI STABIL,IDN000027109,,"Samuel Aset Manajemen, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"7.151,8450","0,04%","0,05%","-0,02%","0,81%","1,35%","0,70%","1,16%","3,18%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193.338.591.287,86","27.029.460,24",27-Jul-2005,Agt-2026,,Maks 1%,Rp 250.000.000.- (dua ratus lima puluh juta Rupiah) min pembelian awal dan Rp 100.000.000.- (seratus juta Rupiah) min pembelian selanjutnya.,31-Agt-2026,31-Agt-2026,-,-,"5,000",risiko sedang,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679836,5
,483,DANA PASTI,IDN000014701,,"Equity Aset Manajemen, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"5.722,7500","0,01%","0,08%","0,06%","0,44%","1,03%","1,82%","2,23%","4,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.548.900.714,70","1.844.334,37",13-Okt-2003,Agt-2026,,Min 1.00% - Maks 1.50%,"Rp. 250.000,- (dua ratus lima puluh ribu rupiah)",29-Jan-2026,30-Jan-2026,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679842,5
,484,DANA PREMIER,IDN000045903,,"Equity Aset Manajemen, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"3.896,8300","0,22%","-0,09%","-0,15%","1,35%","0,93%","0,25%","0,82%","2,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.770.677.256,30","3.016.214,44",23-Mar-2007,Agt-2026,,Maks 1.00 %,Rp. 250.000.- (dua ratus lima puluh ribu rupiah),29-Jan-2026,30-Jan-2026,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679848,5
,485,DANAKITA INVESTASI FLEKSIBEL,IDN000277407,,"Danakita Investama, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Campuran,Konvensional,IDR,Tidak,"1.466,0400","0,27%","0,39%","0,91%","1,85%","7,88%","0,63%","-0,36%","1,82%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.280.755.062,10","6.388.070,22",03-Mei-2017,Agt-2026,,Maks 2.00%,Rp. 100.000,31-Jul-2026,31-Jul-2026,-,-,"5,000","Risiko menengah, reksa dana berinvestasi  pada obligasi dan saham",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679854,5
,486,DANAKITA OBLIGASI NEGARA,IDN000456506,,"Danakita Investama, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.187,6800","0,10%","-0,06%","-0,11%","1,18%","1,85%","-0,53%","-0,76%","0,60%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.648.298.673,76","21.571.072,74",25-Mar-2021,Agt-2026,,Maks 1.00%,Rp. 100.000,31-Jul-2026,31-Jul-2026,-,-,"4,000","Risiko menengah rendah, reksa dana  berinvestasi pada obligasi pemerintah  Republik Indonesia",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679860,5
,487,DANAKITA PROTEKSI PENDAPATAN BERKALA USD,IDN000273703,,"Danakita Investama, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,USD,Tidak,"0,842702","0,06%","-0,07%","-0,46%","-0,02%","-2,78%","-5,63%","-7,32%","-7,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.931.046,17","19.950.873,27",30-Jun-2017,Agt-2026,,Maks. 0.3%,"USD 100,000",,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679867,5
,488,DANAKITA SAHAM PRIORITAS,IDN000350501,,"Danakita Investama, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.093,4800","0,89%","0,85%","1,49%","1,89%","20,19%","-5,01%","-6,76%","-1,82%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.643.677.138,51","5.238.081,66",05-Okt-2018,Agt-2026,,Maks 2.00%,Rp. 100.000.-,31-Jul-2026,31-Jul-2026,-,-,"7,000","Risiko tinggi, reksa dana berinvestasi  sebagian besar pada saham",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679873,5
,489,DANAKITA STABIL PASAR UANG,IDN000214905,,"Danakita Investama, PT","Bank Maybank Indonesia, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.740,7600","0,02%","0,09%","0,10%","0,45%","1,18%","2,11%","2,86%","4,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.856.602.135,74","37.868.005,54",11-Sep-2015,Agt-2026,,Maks 1.50%,"Rp 500.000,- (lima ratus ribu Rupiah)",31-Jul-2026,31-Jul-2026,-,-,"1,000","Risiko rendah, reksa dana berinvestasi 100%  pada instrumen pasar uang",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679879,5
,490,DANAMAS DOLAR,IDN000007903,,"Sinarmas Asset Management, PT","Bank Maybank Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,USD,Tidak,"2,246592","0,01%","0,07%","0,08%","0,33%","0,95%","1,98%","2,72%","4,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"181.128.773,81","80.494.563,28",11-Mei-2004,Agt-2026,,Maksimum 4%,USD 100,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","4,000",-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679885,5
,491,DANAMAS FLEKSI,IDN000029303,,"Sinarmas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Campuran,Konvensional,IDR,Tidak,"5.818,3155","0,01%","0,10%","0,11%","0,45%","1,55%","0,51%","1,79%","3,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.409.918.491,62","4.716.304,33",28-Mar-2005,Agt-2026,,Max 5.00%,Rp. 25.000.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","6,000",Sedang,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679894,5
,492,DANAMAS PASTI,IDN000013406,,"Sinarmas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"5.356,1791","0,01%","0,10%","0,11%","0,45%","0,87%","1,80%","2,69%","5,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"668.334.377.519,44","124.917.674,44",24-Apr-2003,Agt-2026,,"Maks 4,00%",Rp. 100.000.-,30-Jun-2026,30-Jun-2026,"100,00%","0,00%","4,000",Sedang,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679902,5
,493,DANAMAS RUPIAH,IDN000013604,,"Sinarmas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.703,4307","0,01%","0,07%","0,08%","0,31%","0,71%","1,42%","1,91%","2,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.551.469.157,36","6.786.409,01",10-Agt-2001,Agt-2026,,Maks 1.00%,Rp. 250.000.- (dua ratus lima puluh ribu rupiah),26-Mar-2025,28-Mar-2024,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679913,5
,494,DANAMAS RUPIAH PLUS,IDN000037702,,"Sinarmas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.900,8866","0,01%","0,08%","0,09%","0,35%","1,01%","1,93%","2,65%","4,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.529.023.697.800,87","805.079.454,71",09-Jun-2006,Agt-2026,,Maks 1.00%,Rp 100.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Rendah,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679919,5
,495,DANAMAS STABIL,IDN000001609,,"Sinarmas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"5.321,8751","0,01%","0,10%","0,11%","0,44%","1,28%","2,51%","3,45%","6,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.681.649.839.779,90","3.137.997.449,69",24-Feb-2005,Agt-2026,,"Maksimum 4,00%",Rp. 1.000.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","4,000",Sedang,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679928,5
,496,DANAPATHI BALANCE FUND,IDN000150109,,"Danapathi Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Campuran,Konvensional,IDR,Tidak,"3.031,3000","1,17%","2,72%","4,48%","5,40%","25,04%","2,00%","13,04%","25,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.838.653.424,00","34.410.378,83",11-Jan-2013,Agt-2026,,Maks. 5.00%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"5,000","berinvestasipadaInstrumenEkuitas, Instrumen Pendapatan Tetap, dan InstrumenPasar Uang sehinggadikategorikan risiko sedang.",08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679936,5
,497,DANAPATHI EQUITY GROWTH,IDN000141108,,"Danapathi Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Saham,Konvensional,IDR,Tidak,"2.865,0800","1,82%","3,79%","6,79%","8,61%","37,63%","-0,50%","-2,47%","14,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.815.384.334,00","3.658.432,06",01-Agt-2012,Agt-2026,,Maks 3.50%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"8,000",berinvestasi padaInstrumenEkuitasdan/atau Instrumen Pasar Uang sehingga dikategorikan risiko tinggi.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679944,5
,498,DANAPATHI FIXED INCOME FUND,IDN000380706,,"Danapathi Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.520,7200","0,13%","0,00%","-0,14%","1,39%","-0,31%","-0,57%","-0,15%","3,28%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.340.685.101,00","6.790.696,71",14-Feb-2019,Agt-2026,,Maks. 2.00%,Rp 100.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"3,500",berinvestasi pada InstrumenPendapatan Tetap   dan/atau Pasar Uang  sehingga dikategorikan risiko sedang.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679952,5
,499,DANAPATHI MITRA MAXIMA EKUITAS,IDN000324407,,"Danapathi Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.724,3988","-0,92%","4,87%","5,11%","7,60%","30,50%","-6,58%","-14,59%","93,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.094.170.371,44","68.329.095,80",18-Jan-2018,Agt-2026,,Maks. 3.00%,Rp. 1.000.000,29-Sep-2025,29-Agt-2025,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679958,5
,500,DANAPATHI MONEY MARKET FUND,IDN000299401,,"Danapathi Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.560,9429","0,02%","0,11%","0,13%","0,51%","1,41%","2,76%","3,72%","5,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"827.229.170.641,39","530.618.678,85",28-Agt-2017,Agt-2026,,Max 3%,"Rp.100.000,-",31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000",berinvestasi pada instrumenPasarUang dan/atauUtang yangmemiliki jatuh tempokurangdari 1 (satu) tahun sehingga dikategorikan sebagai risiko rendah.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:22.679965,5
Memuat data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-09T13:34:22.679973,5
,501,DANAPATHI SUKUK SYARIAH I,IDN000272606,,"Danapathi Asset Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Sharia,IDR,Tidak,"2.062,7978","0,04%","0,00%","-0,06%","1,25%","2,37%","0,71%","0,89%","3,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"948.731.668.112,13","459.660.841,37",23-Des-2016,Agt-2026,,Maks. 2.00%,"Rp.10.000.000,-",31-Agt-2026,31-Agt-2026,"100,00%",-,"3,500",berinvestasi pada InstrumenSukuk dan/atau Pasar Uang Syariah sehingga dikategorikan risiko sedang.,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967179,6
,502,DANAREKSA BUMN FUND 2019 PROPERTI 6,IDN000397601,,"BRI Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Penyertaan Terbatas,Konvensional,IDR,Tidak,"1.012,5473","0,03%","0,20%","0,23%","0,88%","0,08%","0,13%","-0,54%","0,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,26-Jul-2019,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967201,6
,503,DANAREKSA INFRASTRUKTUR TRANS JAWA,IDN000335205,,"BRI Manajemen Investasi, PT","Bank Mega, Tbk, PT",Penyertaan Terbatas,Konvensional,IDR,Tidak,"1.492,4231","0,00%","0,00%","0,00%","-0,01%","-0,02%","-0,05%","-0,07%","-0,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,11-Apr-2018,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967211,6
,504,DINFRA BOWSPRIT AOYAMA COMMERCIAL FUND,IDN000367000,,"Bowsprit Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"974,7600","0,00%","0,03%","0,03%","0,14%","0,07%","0,15%","0,13%","0,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,06-Sep-2018,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967221,6
,505,DINFRA BOWSPRIT INTEGRATED INFRASTRUCTURE 1,IDN000381605,,"Bowsprit Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"1.001,5064","0,01%","0,04%","0,05%","0,20%","0,05%","0,10%","-0,01%","0,17%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,15-Feb-2019,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967232,6
,506,DINFRA BOWSPRIT INTEGRATED INFRASTRUCTURE 2,,,"Bowsprit Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"1.004,6588","0,01%","0,04%","0,05%","0,19%","0,04%","0,10%","-0,01%","0,17%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,29-Apr-2019,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967242,6
,507,DINFRA BOWSPRIT INTEGRATED INFRASTRUCTURE 3,,,"Bowsprit Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"1.034,4603","0,01%","0,05%","0,06%","0,23%","0,05%","0,12%","0,00%","0,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,29-Apr-2019,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967252,6
,508,DIRE BOWSPRIT COMMERCIAL AND INFRASTRUCTURE,,,"Bowsprit Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"1.132,6770","0,00%","0,00%","0,00%","0,22%","0,66%","1,30%","1,70%","2,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,28-Feb-2025,,,,,,,-,-,-,-,31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967262,6
,509,DIRE BOWSPRIT INDUSTRIAL INFRASTRUCTURE,,,"Bowsprit Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"1.034,3323","0,01%","0,06%","-0,65%","-0,46%","0,05%","0,12%","-0,03%","0,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,08-Apr-2025,,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967272,6
,510,DIRE CIPTADANA PROPERTI RITEL INDONESIA,IDX000000105,,"Ciptadana Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,DIRE & DINFRA,Konvensional,IDR,Tidak,"156,1000","0,00%","0,00%","0,00%","-0,19%","-0,76%","-0,88%","-0,76%","-1,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,28-Nov-2022,,,"Maksimum 0,3 %",1 Lot,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","3,000","DIRE Ciptadana Properti Ritel Indonesia akan melakukan investasi dengan komposisi minimum 50% (lima puluh persen) dari Nilai Aktiva Bersih pada Aset Real Estat, minimum 80% (delapan puluh persen) dari Nilai Aktiva Bersih pada Aset Real Estat dan Aset Yang Berkaitan Dengan Real Estat, dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada kas dan setara kas",31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967283,6
,511,DIRE SIMAS PLAZA INDONESIA,,,"Sinarmas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"472,5986","0,00%","0,00%","0,00%","-0,02%","0,05%","1,37%","1,35%","1,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,28-Feb-2025,,,,,,,-,-,-,-,31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967293,6
,512,EAM OBLIGASI DINAMIS,IDN000596400,,"Equity Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.010,1300","0,25%","-0,03%","-0,16%","1,04%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.118.453.118,31","8.024.009,46",05-Agt-2026,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967303,6
,513,EAM PASAR UANG,IDN000596509,,"Equity Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.004,0300","0,01%","0,09%","0,10%","0,40%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.427.924.335,01","10.396.874,55",05-Agt-2026,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967313,6
,514,EASTSPRING BAKTI PROTEKSI 1,IDN000513207,,"Eastspring Investments Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.031,9632","0,02%","0,11%","0,12%","-0,40%","0,52%","0,42%","0,53%","0,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"517.510.697.304,09","502.095.000,00",02-Okt-2023,Agt-2026,,,,,,-,-,-,-,08-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-09T13:34:31.967322,6
