_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,321,BNI-AM PROTEKSI CARNATION,IDN000482502,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.037,3139","0,07%","0,12%","0,31%","0,56%","1,61%","0,11%","0,99%","0,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"413.645.645.485,05","400.009.000,00",17-Okt-2022,Jul-2026,,,,,,18-Agt-2026,"1.247,9072","0,07%","0,12%","0,31%","0,56%","1,61%","0,85%","1,74%","4,19%",,,,,"1.227,3625","0,06%","0,10%","0,26%","0,47%","1,36%","0,72%","1,47%","3,58%",,,,,2026-08-19T09:38:03.628551,4
,322,BNI-AM PROTEKSI CENDANA RESTRUKTURISASI,IDN000391901,,"BNI Asset Management, PT","Bank Permata, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"170,5222","0,00%","0,00%","0,00%","0,14%","0,42%","-0,11%","0,03%","-0,12%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.090.059.077,02","153.000.983,62",01-Agt-2019,Jul-2026,,,,,,18-Agt-2026,"217,9465","0,00%","0,00%","0,00%","0,14%","0,42%","0,73%","0,87%","1,57%",,,,,"367,9975","0,00%","0,00%","0,00%","0,07%","0,19%","0,34%","0,41%","0,73%",,,,,2026-08-19T09:38:03.628556,4
,323,BNI-AM PROTEKSI CINNAMON,IDN000451200,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.007,7132","0,14%","0,70%","1,37%","1,54%","-1,01%","-4,49%","-5,22%","-3,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207.957.174.430,59","209.200.000,00",13-Jul-2021,Jul-2026,,,,,,18-Agt-2026,"1.329,1694","0,14%","0,70%","1,37%","1,54%","-1,01%","-4,49%","-4,87%","-0,64%",,,,,"1.288,5125","0,11%","0,54%","1,07%","1,20%","-0,79%","-3,54%","-3,85%","-0,42%",,,,,2026-08-19T09:38:03.628560,4
,324,BNI-AM PROTEKSI EBONY RESTRUKTURISASI,IDN000406600,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"168,2926","0,15%","0,15%","0,15%","0,15%","0,45%","-0,05%","0,10%","-0,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.452.291.543,79","192.832.501,68",04-Nov-2019,Jul-2026,,,,,,31-Jul-2026,"168,2926","0,00%",-,-,-,-,"-17,05%","-16,93%","-17,03%",,,,,"328,1571","0,08%","0,08%","0,08%","0,08%","0,23%","0,42%","0,50%","0,89%",,,,,2026-08-19T09:38:03.628565,4
,325,BNI-AM PROTEKSI FLAMBOYAN,IDN000444304,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.066,5149","0,14%","-1,28%","-0,57%","-0,55%","-1,58%","-4,93%","-6,29%","-4,35%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.633.839.910,37","50.000.000,00",12-Agt-2020,Jul-2026,,,,,,18-Agt-2026,"1.533,1839","0,14%","-1,28%","-0,57%","-0,55%","-1,58%","-4,93%","-4,61%","-0,92%",,,,,"1.486,5149","0,10%","-0,92%","-0,41%","-0,40%","-1,14%","-3,59%","-3,35%","-0,57%",,,,,2026-08-19T09:38:03.628570,4
,326,BNI-AM PROTEKSI JASMINE,IDN000439809,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.052,8648","-1,65%","-1,60%","-1,42%","-1,21%","-0,27%","0,23%","-0,72%","0,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"213.605.469.361,43","200.000.000,00",17-Jun-2020,Jul-2026,,,,,,18-Agt-2026,"1.405,8406","-1,65%","-1,60%","-1,42%","-1,21%","-0,27%","0,23%","1,01%","3,22%",,,,,"1.352,7680","-1,29%","-1,25%","-1,11%","-0,95%","-0,21%","1,55%","0,79%","3,97%",,,,,2026-08-19T09:38:03.628575,4
,327,BNI-AM PROTEKSI MAGNIFERA,IDN000467602,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.020,2622","0,05%","0,09%","0,22%","0,40%","1,14%","-0,44%","0,17%","-0,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.308.157.872.448,58","1.285.009.987,10",07-Des-2021,Jul-2026,,,,,,18-Agt-2026,"1.182,7451","0,05%","0,09%","0,22%","0,40%","1,14%","-0,44%","0,17%","0,29%",,,,,"1.186,1441","0,04%","0,08%","0,19%","0,34%","0,98%","-0,38%","0,14%","1,61%",,,,,2026-08-19T09:38:03.628581,4
,328,BNI-AM PROTEKSI MAGNOLIA,IDN000429008,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.046,1904","0,08%","0,15%","0,38%","0,67%","1,97%","0,48%","1,55%","1,07%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208.452.528.959,91","200.000.000,00",08-Apr-2020,Jul-2026,,,,,,18-Agt-2026,"1.581,8022","0,08%","0,15%","0,38%","0,67%","1,97%","0,48%","1,55%","3,96%",,,,,"1.481,8784","0,06%","0,10%","0,27%","0,47%","1,38%","0,34%","1,09%","3,19%",,,,,2026-08-19T09:38:03.628586,4
,329,BNI-AM PROTEKSI MORINGA,IDN000488608,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.028,4806","-2,57%","-2,52%","-2,33%","-2,10%","-1,07%","0,42%","-1,41%","0,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.632.525.554,17","125.000.800,00",01-Nov-2022,Jul-2026,,,,,,18-Agt-2026,"1.233,1340","-2,57%","-2,52%","-2,33%","-2,10%","-1,07%","0,42%","1,27%","3,65%",,,,,"1.214,6452","-2,18%","-2,14%","-1,98%","-1,78%","-0,91%","2,72%","1,09%","5,65%",,,,,2026-08-19T09:38:03.628591,4
,330,BNI-AM PROTEKSI ORCHID,IDN000479508,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Terproteksi,Konvensional,IDR,Ya,"1.029,6700","0,06%","0,11%","0,27%","0,49%","1,41%","0,20%","0,96%","0,48%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.207.745.070.942,76","2.150.000.000,00",29-Jun-2022,Jul-2026,,,,,,18-Agt-2026,"1.225,0131","0,06%","0,11%","0,27%","0,49%","1,41%","2,19%","2,97%","3,07%",,,,,"1.232,7669","0,05%","0,09%","0,23%","0,41%","2,87%","2,34%","3,00%","4,86%",,,,,2026-08-19T09:38:03.628597,4
,331,BNI-AM PROTEKSI PETERSELI (RESTRUKTURISASI),IDN000476009,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"616,7178","-1,15%","-2,55%","-2,56%","-2,56%","-2,35%","-34,04%","-36,90%","-38,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.554.992.814,63","19.837.634,66",23-Feb-2022,Jul-2026,,,,,,18-Agt-2026,"754,0696","-1,15%","-2,55%","-2,56%","-2,56%","-2,35%","-33,57%","-36,45%","-37,30%",,,,,"828,5719","-0,86%","-1,91%","-1,91%","-1,92%","-1,76%","-27,75%","-30,33%","-30,24%",,,,,2026-08-19T09:38:03.628602,4
,332,BNI-AM PROTEKSI RASAMALA,IDN000480506,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.035,3777","0,06%","0,11%","0,27%","0,48%","1,38%","0,17%","0,92%","0,43%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.349.167.007.687,70","2.275.000.000,00",06-Apr-2022,Jul-2026,,,,,,18-Agt-2026,"1.245,4577","0,06%","0,11%","0,27%","0,48%","1,38%","0,75%","1,51%","3,60%",,,,,"1.224,4603","0,05%","0,09%","0,23%","0,41%","1,17%","0,64%","1,28%","3,07%",,,,,2026-08-19T09:38:03.628606,4
,333,BNI-AM PROTEKSI REDWOOD RESTRUKTURISASI,IDN000415403,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"165,7309","0,15%","0,15%","0,15%","0,15%","0,24%","-0,40%","-0,26%","-0,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.429.817.629,86","75.000.000,00",28-Okt-2019,Jul-2026,,,,,,31-Jul-2026,"165,7309","0,00%",-,-,-,-,"-20,85%","-20,73%","-20,83%",,,,,"368,4317","0,07%","0,07%","0,07%","0,07%","0,11%","0,22%","0,29%","0,63%",,,,,2026-08-19T09:38:03.628611,4
,334,BNI-AM PROTEKSI SAKURA,IDN000483104,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.005,0790","-1,41%","-1,35%","-1,17%","-0,92%","-0,21%","0,11%","-0,51%","0,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305.080.959.933,37","300.000.000,00",25-Mei-2022,Jul-2026,,,,,,18-Agt-2026,"1.271,0483","-1,41%","-1,35%","-1,17%","-0,92%","-0,21%","0,11%","0,98%","3,43%",,,,,"1.243,7365","-1,14%","-1,10%","-0,94%","-0,75%","-0,17%","1,31%","0,80%","3,78%",,,,,2026-08-19T09:38:03.628617,4
,335,BNI-AM PROTEKSI SQUAMOSA,IDN000444106,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.014,5873","-1,81%","-1,41%","-0,97%","-0,70%","-0,18%","-2,15%","-3,11%","-3,74%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.225.432.426,89","50.000.000,00",16-Nov-2020,Jul-2026,,,,,,18-Agt-2026,"1.522,4466","-1,81%","-1,41%","-0,97%","-0,70%","-0,18%","-2,15%","-1,30%","1,77%",,,,,"1.422,5123","-1,30%","-1,01%","-0,69%","-0,50%","-0,13%","-0,20%","-0,92%","1,35%",,,,,2026-08-19T09:38:03.628621,4
,336,BNI-AM PROTEKSI SUNFLOWER,IDN000468204,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.015,7438","0,05%","0,08%","0,20%","0,36%","1,05%","-0,03%","0,54%","0,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"951.707.929.841,20","938.858.411,04",27-Okt-2021,Jul-2026,,,,,,18-Agt-2026,"1.199,7585","0,05%","0,08%","0,20%","0,36%","1,05%","-0,03%","0,54%","2,15%",,,,,"1.184,1452","0,04%","0,07%","0,17%","0,31%","0,90%","0,02%","0,48%","1,85%",,,,,2026-08-19T09:38:03.628626,4
,337,BNI-AM PROTEKSI UMBARA,IDN000254505,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.005,0470","-1,76%","-1,65%","-1,46%","-1,24%","-0,68%","-2,15%","-3,24%","-4,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.989.651.296,56","100.000.000,00",16-Nov-2016,Jul-2026,,,,,,18-Agt-2026,"1.663,5119","-1,76%","-1,65%","-1,46%","-1,24%","-0,68%","-2,15%","-1,48%","0,97%",,,,,"1.536,0058","-1,16%","-1,08%","-0,96%","-0,82%","-0,45%","-0,22%","-0,97%","0,70%",,,,,2026-08-19T09:38:03.628631,4
,338,BNI-AM SHORT DURATION BONDS INDEX KELAS I1,IDN000472107,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Index,IDR,Ya,"1.055,2900","0,04%","0,93%","1,39%","1,45%","-0,44%","-3,81%","-3,62%","-3,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.536.485.287,87","34.140.990,22",11-Feb-2022,Jul-2026,,,,29-Mei-2026,29-Mei-2026,18-Agt-2026,"1.222,8894","0,04%","0,93%","1,39%","1,45%","2,69%","0,26%","0,45%","3,19%",,,,,"1.188,3678","0,04%","0,82%","1,23%","1,28%","0,52%","-1,62%","-1,45%","1,01%",,,,,2026-08-19T09:38:03.628636,4
,339,BNI-AM UGM PROGRESSIVE BALANCED,IDN000231909,,"BNI Asset Management, PT","Bank Maybank Indonesia, Tbk, PT",Campuran,Konvensional,IDR,Ya,"1.507,6731","0,23%","0,66%","1,35%","1,78%","-0,19%","-3,44%","-4,75%","-3,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.664.848.389,98","37.418.294,60",16-Jan-2016,Jul-2026,,Maks 2.99%,Rp 10.000,31-Jul-2026,31-Jul-2026,18-Agt-2026,"1.924,1855","0,23%","0,66%","1,35%","1,78%","1,42%","-1,88%","-3,22%","-1,98%",,,,,"1.732,6912","0,20%","0,57%","1,17%","1,54%","0,29%","-2,58%","-3,74%","-0,40%",,,,,2026-08-19T09:38:03.628641,4
,340,BNI-AM UTAMA,IDN000439700,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.410,5600","0,01%","0,50%","1,08%","1,09%","-0,75%","-1,67%","-1,77%","2,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.306.999.309.545,59","936.569.365,37",15-Jun-2020,Jul-2026,,,,30-Mar-2022,31-Mar-2022,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628646,4
,341,BNP PARIBAS BRILIAN PROTEKSI RUPIAH,IDN000478203,,"BNP Paribas Asset Management, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.050,6600","0,06%","0,10%","0,27%","0,48%","1,38%","2,70%","3,46%","3,47%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142.671.275.578,71","136.155.201,61",23-Jun-2022,Jul-2026,,,,,,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628650,4
,342,BNP PARIBAS CAKRA SYARIAH USD KELAS RK1,IDN000227006,,"BNP Paribas Asset Management, PT",CITIBANK N. A. - CUSTODY,Reksadana Global,Sharia,USD,Tidak,"2,392100","-0,99%","-0,91%","2,41%","2,92%","1,44%","6,45%","4,94%","11,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.031.330,86","23.584.796,81",04-Des-2015,Jul-2026,,Maks  3%,"USD 10.000,- (sepuluh ribu) Dolar Amerika Serikat",31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628655,4
,343,BNP PARIBAS DJIM GLOBAL TECHNOLOGY TITANS 50 SYARIAH USD,IDN000458700,,"BNP Paribas Asset Management, PT",CITIBANK N. A. - CUSTODY,Reksadana Global,"Sharia, Index",USD,Tidak,"1,809500","-1,65%","-0,17%","2,28%","2,37%","0,94%","15,52%","14,24%","23,39%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162.010.634,08","91.675.142,73",14-Apr-2021,Jul-2026,,Maks. 3% per tahun dari NAB,USD 10.000,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628660,4
,344,BNP PARIBAS EKUITAS,IDN000038007,,"BNP Paribas Asset Management, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"15.941,7200","0,23%","0,96%","2,06%","1,94%","-0,59%","-13,33%","-12,16%","-11,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"519.316.738.095,08","33.248.031,46",16-Jan-2001,Jul-2026,,Maks 2.50%,tidak ada batas,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628665,4
,345,BNP PARIBAS EQUITRA CAMPURAN HARMONI,IDN000077906,,"BNP Paribas Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Konvensional,IDR,Ya,"3.856,2000","0,08%","0,59%","0,86%","0,60%","-0,13%","-4,03%","-3,26%","-2,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.272.871.761,54","9.225.744,36",09-Sep-2005,Jul-2026,,Maks 2.50%,tidak ada,31-Jul-2026,31-Jul-2026,18-Agt-2026,"4.087,7853","0,08%","0,59%","0,86%","0,60%","0,53%","-0,93%","0,04%","1,79%",,,,,"4.014,8042","0,08%","0,56%","0,83%","0,58%","0,51%","-2,61%","-1,68%","0,00%",,,,,2026-08-19T09:38:03.628670,4
,346,BNP PARIBAS GREATER CHINA EQUITY SYARIAH USD KELAS RK1,IDN000410800,,"BNP Paribas Asset Management, PT",CITIBANK N. A. - CUSTODY,Reksadana Global,Sharia,USD,Tidak,"0,907800","0,61%","1,20%","5,98%","7,32%","2,25%","12,01%","20,45%","28,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237.502.440,20","277.584.202,86",15-Jan-2020,Jul-2026,,"Maks. 3,00%",USD 10.000,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628675,4
,347,BNP PARIBAS IDX GROWTH30,IDN000457504,,"BNP Paribas Asset Management, PT","Bank Mandiri, Tbk, PT",Saham,Index,IDR,Tidak,"1.012,0900","-0,20%","1,07%","1,42%","0,37%","-1,69%","-11,90%","-10,72%","-9,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262.775.783.270,71","263.324.935,46",26-Mar-2021,Jul-2026,,Maks 1.5%,tidak ada,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628680,4
,348,BNP PARIBAS IDX30 FILANTROPI,IDN000374402,,"BNP Paribas Asset Management, PT",CITIBANK N. A. - CUSTODY,Saham,Index,IDR,Tidak,"751,6200","-0,37%","0,28%","0,68%","0,11%","-3,15%","-15,66%","-15,39%","-12,67%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.778.086.522,73","231.438.036,37",01-Mar-2019,Jul-2026,,Maks 1.5%,Rp500.000,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628685,4
,349,BNP PARIBAS IDX30 KELAS IK1,IDN000331006,,"BNP Paribas Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Index,IDR,Tidak,"840,6000","-0,36%","0,29%","0,71%","0,17%","-3,02%","-15,42%","-15,09%","-12,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"405.648.923.200,58","486.003.643,01",07-Jun-2018,Jul-2026,,Maks 2.00%,Rp 100.000.000,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628690,4
,350,BNP PARIBAS IDX30 KELAS RK1,IDN000509205,,"BNP Paribas Asset Management, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Index,IDR,Tidak,"827,1800","-0,36%","0,28%","0,71%","0,16%","-3,05%","-15,47%","-15,15%","-12,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.121.754,73","13.540,21",16-Jun-2023,Jul-2026,,Maks. 2.5% per tahun dari NAB,,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628694,4
,351,BNP PARIBAS INDONESIA ESG EQUITY KELAS IK1,IDN000502408,,"BNP Paribas Asset Management, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Tidak,"844,3900","0,08%","1,01%","1,46%","1,15%","-0,37%","-12,21%","-12,54%","-12,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.276.368.603,00","14.750.997,26",31-Mar-2023,Jul-2026,,Maks. 2.75%,,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628699,4
,352,BNP PARIBAS INDONESIA ESG EQUITY KELAS IK2,IDN000502309,,"BNP Paribas Asset Management, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Tidak,"863,1700","0,09%","1,03%","1,51%","1,24%","-0,12%","-11,78%","-11,98%","-11,75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"990.516.157.662,00","1.164.862.422,46",31-Mar-2023,Jul-2026,,,Rp 1.000.000.000,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628704,4
,353,BNP PARIBAS INDONESIA ESG EQUITY KELAS RK1,IDN000502002,,"BNP Paribas Asset Management, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Tidak,"833,6100","0,07%","1,00%","1,43%","1,10%","-0,51%","-12,46%","-12,84%","-12,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.275.008.076,00","1.551.408,37",14-Mar-2023,Jul-2026,,Maks. 3% per tahun,,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628708,4
,354,BNP PARIBAS INFRASTRUKTUR PLUS,IDN000045804,,"BNP Paribas Asset Management, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"2.524,0300","0,32%","1,14%","1,94%","1,92%","0,50%","-12,87%","-11,04%","-10,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294.530.148.699,43","118.950.164,97",08-Mar-2007,Jul-2026,,Maks 2.50%,tidak ada batas,31-Jul-2026,31-Jul-2026,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628713,4
,355,BNP PARIBAS KEMILAU PROTEKSI RUPIAH,,,"BNP Paribas Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,5700","0,07%","0,12%","0,30%","0,54%","-0,98%","0,52%","-1,18%","1,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509.274.113.465,74","500.027.500,00",14-Jan-2025,Jul-2026,,,,,,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628718,4
,356,BNP PARIBAS KENCANA BALANCED KELAS A,IDN000585403,,"BNP Paribas Asset Management, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"1.009,4600","0,36%","1,24%",-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00","0,00",06-Agt-2026,Jul-2026,,,,,,18-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-08-19T09:38:03.628723,4
