_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,730,MANDIRI INVESTA AKTIF KELAS B,,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Konvensional,IDR,Tidak,"3.900,4900","-0,66%","-0,68%","0,18%","3,42%","9,31%","-2,34%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.825.621.712.817,74","725.716.546,04",04-Feb-2026,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892005,8
,731,MANDIRI INVESTA ATRAKTIF KELAS A,IDN000026200,,"Mandiri Manajemen Investasi, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Tidak,"3.480,2400","-0,84%","-1,24%","-0,23%","2,88%","10,98%","-6,48%","-14,79%","-4,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"686.681.513.821,00","196.857.519,61",10-Jun-2005,Agt-2026,,Maks 3%,Rp. 50.000.,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MITRA berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892016,8
,732,MANDIRI INVESTA ATRAKTIF KELAS B,IDN000507704,,"Mandiri Manajemen Investasi, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Tidak,"792,3600","-0,84%","-1,26%","-0,27%","2,78%","10,63%","-7,06%","-15,57%","-5,66%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.443.640.552,00","9.369.272,90",31-Mei-2023,Agt-2026,,Maksimal 3%,"Rp 50.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MITRA berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892027,8
,733,MANDIRI INVESTA ATRAKTIF SYARIAH,IDN000054301,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Sharia,IDR,Tidak,"907,0200","-0,81%","0,49%","0,35%","4,53%","14,09%","-6,45%","-13,23%","3,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.014.882.640,93","95.165.915,20",25-Jan-2008,Agt-2026,,Maks 3%,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MITRAS berinvestasi pada Efek Ekuitas Syariah dengan segmen Jangka Panjang, dan berkategori risiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892038,8
,734,MANDIRI INVESTA CERDAS BANGSA KELAS A,IDN000062106,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.971,5200","-0,88%","-1,11%","-0,29%","2,79%","10,17%","-7,60%","-14,54%","-6,75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"787.903.219.226,21","398.493.502,19",15-Jul-2008,Agt-2026,,Maks. 2% p.a,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MICB berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892049,8
,735,MANDIRI INVESTA CERDAS BANGSA KELAS B,IDN000507605,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"777,6300","-0,88%","-1,14%","-0,32%","2,68%","9,82%","-8,28%","-15,40%","-8,03%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.494.103.993,37","27.550.732,68",30-Jan-2026,Agt-2026,,Maks. 3% p.a,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MICB berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892059,8
,736,MANDIRI INVESTA DANA OBLIGASI SERI II KELAS A,IDN000004009,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.681,5100","-0,13%","-0,05%","-0,38%","1,08%","2,66%","-0,42%","-2,21%","0,61%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.449.030.465,53","137.126.126,88",14-Okt-2004,Agt-2026,,Maks 3.00%,"Rp. 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892070,8
,737,MANDIRI INVESTA DANA OBLIGASI SERI II KELAS B,,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.512,1800","-0,13%","-0,02%","-0,34%","0,72%","1,72%","-2,21%","-4,57%","-4,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.012.599.264,55","15.826.090,26",19-Des-2024,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"1.595,8474","-0,13%","-0,02%","-0,34%","1,19%","3,40%","0,22%","-1,33%","-0,42%",,,,,"1.596,3069","-0,12%","-0,02%","-0,32%","1,13%","2,86%","0,22%","-1,28%","-0,38%",,,,,2026-09-12T12:45:22.892081,8
,738,MANDIRI INVESTA DANA SYARIAH KELAS A,IDN000074903,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"4.711,1900","-0,08%","-0,01%","-0,23%","0,92%","2,72%","-0,08%","-0,69%","1,57%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230.153.717.302,23","48.740.604,83",10-Feb-2009,Agt-2026,,"Maks. 2,5% p.a",Rp 10.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","2,000",Reksa Dana MIDS Investasi pada Instrumen Sukuk dan Pasar Uang Syariah dengan segmen Jangka Menengahdan dikategorikan berisiko Rendah  Menengah. Investor memiliki risiko atas Portofolio Obligasi tersebut.,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892091,8
,739,MANDIRI INVESTA DANA SYARIAH KELAS B,IDN000531001,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"4.713,2100","-0,08%","0,01%","-0,19%",-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.003.303.403,26","2.118.249,14",28-Agt-2026,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892102,8
,740,MANDIRI INVESTA DANA SYARIAH KELAS D,IDN000531209,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"4.366,2000","-0,08%","-0,01%","-0,23%","0,49%","1,55%","-2,31%","-3,69%","-2,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"422.632.455.402,03","96.573.583,28",22-Des-2008,Agt-2026,,"Maks. 2,5% p.a","Rp. 10.000,-",29-Mei-2026,29-Mei-2026,-,-,-,-,11-Sep-2026,"4.684,3468","-0,08%","-0,01%","-0,23%","0,91%","3,06%","-0,13%","-0,75%","1,50%",,,,,"4.679,7494","-0,08%","-0,01%","-0,22%","0,85%","2,54%","-0,11%","-0,70%","1,48%",,,,,2026-09-12T12:45:22.892113,8
,741,MANDIRI INVESTA DANA UTAMA KELAS A,IDN000081007,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"2.404,1500","-0,09%","-0,02%","-0,20%","0,51%","1,33%","-1,56%","-3,23%","-2,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.062.268.462.407,40","440.966.753,25",17-Sep-2007,Agt-2026,,"Maks. 2,5% p.a",Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",-,11-Sep-2026,"2.562,8328","-0,09%","-0,02%","-0,20%","0,89%","2,66%","0,40%","-0,61%","1,03%",,,,,"2.560,6268","-0,08%","-0,02%","-0,19%","0,83%","2,22%","0,38%","-0,58%","1,02%",,,,,2026-09-12T12:45:22.892124,8
,742,MANDIRI INVESTA DANA UTAMA KELAS D,IDN000531506,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.621,9400","-0,09%","-0,02%","-0,20%","0,88%","2,35%","0,42%","-0,59%","1,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"849.432.612,47","323.323,77",25-Feb-2026,Agt-2026,,"Maks. 2,5% p.a","Rp. 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892135,8
,743,MANDIRI INVESTA EKUITAS DINAMIS,IDN000113107,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"824,8000","-0,91%","0,06%","0,05%","4,04%","15,17%","-4,37%","-11,14%","0,18%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175.526.555.813,74","212.922.487,52",21-Mar-2011,Agt-2026,,Maks 3%,Rp. 50.000.,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MIED berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892146,8
,744,MANDIRI INVESTA EKUITAS SYARIAH,IDN000157500,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Sharia,IDR,Tidak,"938,6900","-0,79%","0,54%","0,43%","4,62%","14,52%","-5,26%","-14,23%","2,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.045.039.868,43","3.257.763,06",20-Agt-2013,Agt-2026,,Maks 3.75%,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MIES berinvestasi pada Efek Ekuitas Syariah dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892157,8
,745,MANDIRI INVESTA EQUITY ASEAN 5 PLUS,IDN000159902,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.012,1200","-0,82%","-1,29%","-0,28%","2,59%","8,80%","-9,04%","-17,31%","-7,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.395.128.756,67","55.563.521,21",22-Nov-2013,Agt-2026,,Maks. 3% p.a,Rp. 50.000,31-Agt-2026,31-Agt-2026,"96,45%","3,55%","5,000","Reksa Dana MIEA5P berinvestasi pada Efek Ekuitas Domestik dan Luar Negeri dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892168,8
,746,MANDIRI INVESTA EQUITY DYNAMO FACTOR,IDN000168507,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Saham,Konvensional,IDR,Tidak,"936,3800","-0,92%","0,03%","0,00%","3,85%","14,40%","-5,55%","-14,48%","-3,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.241.568.740,45","14.140.564,65",19-Nov-2013,Agt-2026,,Maks 3.75%,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MIEDF berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892179,8
,747,MANDIRI INVESTA EQUITY MOVEMENT,IDN000140209,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.218,2900","-0,83%","-1,23%","-0,23%","2,85%","10,82%","-6,68%","-14,78%","-5,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"479.668.317.351,86","392.808.483,83",03-Okt-2012,Agt-2026,,Maks 3.00%,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa Dana MIEM berinvestasi pada Efek Ekuitas dengan segmen Jangka Panjang, dan dikategorikan berisiko tinggi. Investor memiliki risiko atas portofolio saham tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892189,8
,748,MANDIRI INVESTA INDEKS OBLIGASI NEGARA KELAS A,IDN000566700,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"958,8040","-0,25%","-0,12%","-0,66%","0,66%","2,56%","-1,28%","-4,03%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.843.892.255,48","10.198.849,90",30-Jan-2026,Agt-2026,,Maks. 2% p.a,"Rp. 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",Reksa Dana MIION Fund Berinvestasi di Obligasi Pemeritah Indonesia dengan Periode Rendah  Menengah dan Kategori Risiko Rendah. Investor memiliki risiko atas Portofolio Obligasi tersebut,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892200,8
,749,MANDIRI INVESTA INDEKS OBLIGASI NEGARA KELAS B,IDN000566809,,"Mandiri Manajemen Investasi, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Index,IDR,Tidak,"966,2855","-0,24%","-0,10%","-0,63%","0,75%","2,81%","-0,81%","-3,39%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.724.185.487,42","10.000.000,00",14-Jul-2025,Agt-2026,,"Maks. 1,5% p.a","Rp. 250.000.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",Reksa Dana MIION Fund Berinvestasi di Obligasi Pemeritah Indonesia dengan Periode Rendah  Menengah dan Kategori Risiko Rendah. Investor memiliki risiko atas Portofolio Obligasi tersebut,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892211,8
,750,MANDIRI INVESTA PASAR UANG 2,IDN000316403,,"Mandiri Manajemen Investasi, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.319,6100","0,01%","0,08%","0,13%","0,34%","0,91%","1,56%","2,08%","2,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.651.192.198,44","30.085.246,26",15-Mar-2018,Agt-2026,,Maks 1.50%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892222,8
,751,MANDIRI INVESTA PASAR UANG KELAS A,IDN000001302,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.849,4900","0,01%","0,10%","0,17%","0,50%","1,02%","1,44%","2,01%","3,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.699.528.489.785,82","4.169.985.156,21",24-Sep-2004,Agt-2026,,Maks 1.50%,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892229,8
,752,MANDIRI INVESTA PASAR UANG KELAS B,,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.871,7300","0,01%","0,11%","0,18%","0,55%","1,16%","1,72%","2,40%","3,84%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.581.243.232,65","9.410.229,89",16-Jul-2024,Agt-2026,,"Maks. 0,75% p.a",,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","2,000",-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892235,8
,753,MANDIRI INVESTA PASAR UANG KELAS C,IDN000530508,,"Mandiri Manajemen Investasi, PT",CITIBANK N. A. - CUSTODY,Pasar Uang,Konvensional,IDR,Tidak,"1.814,4400","0,01%","0,11%","0,19%","0,57%","1,22%","1,84%","2,56%","3,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237.249.301.771,91","131.005.341,63",16-Mei-2024,Agt-2026,,,,31-Mar-2026,31-Mar-2026,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892242,8
,754,MANDIRI INVESTA SYARIAH BERIMBANG KELAS A,IDN000005006,,"Mandiri Manajemen Investasi, PT",DEUTSCHE BANK A. G. - CUSTODY,Campuran,Sharia,IDR,Tidak,"4.353,4100","-0,41%","0,51%","0,46%","4,16%","9,45%","-3,52%","-6,64%","5,31%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577.478.045.021,60","133.254.180,72",04-Nov-2004,Agt-2026,,Maks 2.5%,Rp. 50.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000","Reksa Dana MISB berinvestasi pada efek Saham syariah, Sukuk dan Pasar Uang syariah dengan segmen Jangka Menengah dan dikategorikan berisiko Menengah. Investor memiliki risiko atas Portofolio Campuran tersebut.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892249,8
,755,MANDIRI MONEY MARKET USD,IDN000469806,,"Mandiri Manajemen Investasi, PT","BANK DBS INDONESIA - CUSTODY, PT",Pasar Uang,Konvensional,USD,Tidak,"1,107564","-0,03%","0,00%","0,00%","0,16%","0,61%","1,22%","1,71%","2,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"338.219.661,04","304.643.020,45",31-Mar-2022,Agt-2026,,"Maks. 1,5% p.a","USD 100,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%",-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892255,8
,756,MANDIRI OBLIGASI ANDALAN,IDN000463700,,"Mandiri Manajemen Investasi, PT","Bank OCBC NISP, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"988,8743","-0,08%","0,06%","-0,09%","0,30%","1,08%","-2,11%","-3,32%","-3,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550.905.908.013,83","556.618.370,20",29-Sep-2021,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892261,8
,757,MANDIRI OBLIGASI OPTIMA,IDN000224904,,"Mandiri Manajemen Investasi, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"2.139,5400","0,00%","0,11%","0,14%","0,52%","1,39%","1,78%","2,22%","3,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268.708.954.435,00","125.761.553,58",29-Des-2015,Agt-2026,,,-,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892267,8
,758,MANDIRI OBLIGASI OPTIMA II,IDN000237708,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.631,0400","-0,13%","0,00%","-0,22%","0,73%","1,11%","-2,84%","-3,84%","-1,30%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"172.757.698.006,00","105.682.974,67",26-Apr-2016,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892273,8
,759,MANDIRI OBLIGASI UTAMA 2,IDN000260205,,"Mandiri Manajemen Investasi, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.260,9097","-0,13%","0,00%","-0,24%","1,23%","2,22%","-1,17%","-3,74%","-0,90%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.071.255.456.587,01","847.512.637,83",03-Okt-2016,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892280,8
,760,MANDIRI OBLIGASI UTAMA 3,IDN000461209,,"Mandiri Manajemen Investasi, PT","Bank Pembangunan Daerah Jawa Barat Dan Banten, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.234,3171","-0,16%","-0,03%","-0,29%","1,00%","2,98%","0,40%","-1,01%","1,54%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.223.150.748.274,80","988.047.337,92",14-Jun-2021,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892286,8
,761,MANDIRI OBLIGASI UTAMA SEJAHTERA,IDN000478401,,"Mandiri Manajemen Investasi, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.074,6679","-0,10%","0,02%","-0,12%","1,27%","3,44%","0,44%","-0,57%","0,35%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777.246.719.178,51","722.394.227,27",20-Jun-2022,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:45:22.892292,8
